Seating Interest (Sidewalk/Roadway/Both),Restaurant Name,Bulding Number,Borough,Postcode,Business Address,Latitude,Longitude
sidewalk,I Milky,992,Manhattan,10018,"992 6th Avenue , Manhattan, NY",40.75146,-73.986563
roadway,Inca Roaster Corp,122,Brooklyn,11237,"122   WYCKOFF AVE, Brooklyn, NY",40.703604,-73.918111
both,Balade,208,Manhattan,10009,"208  First avenue , Manhattan, NY",40.730352,-73.983276
openstreets,Pizza Secret,72,Brooklyn,11217,"72  5th Ave , Brooklyn, NY",40.680776,-73.97752
sidewalk,The Avenue,4352,Bronx,10470,"4352 Katonah Ave, Bronx, NY",40.900475,-73.867721
sidewalk,KBG Catering Corp,1003,Brooklyn,11235,"1003  Brighton Beach Ave, Brooklyn, NY",40.57803,-73.959502
both,Happy veggie restaurant,76,Manhattan,10013,"76 Mott street, Manhattan, NY",40.716391,-73.998012
both,Irving Farm Coffee,78,Manhattan,10012,"78 West 3rd Street, Manhattan, NY",40.729736,-73.998723
both,Irving Farm,135,Manhattan,10022,"135 East 50th Street, Manhattan, NY",40.756329,-73.97194
both,Harding's,32,Manhattan,10010,"32 East 21st , Manhattan, NY",,
both,Irving Farm,71,Manhattan,10003,"71 Irving Place, Manhattan, NY",40.736732,-73.986779
sidewalk,Portal Latino Restaurant Inc,217,Brooklyn,11201,"217  Smith St, Brooklyn, NY",40.684436,-73.992003
both,Irving Farm,224,Manhattan,10024,"224  West 79th Street, Manhattan, NY",40.783526,-73.979255
both,Aiyara thai,408,Manhattan,10018,"408   9TH  Ave, Manhattan, NY",40.752943,-73.996614
openstreets,La Pecora Bianca,1133,Manhattan,10010,"1133 Broadway, Manhattan, NY",40.743523,-73.989073
sidewalk,Jalopy Tavern,317,Brooklyn,11231,"317 Columbia Street, Brooklyn, NY",40.681472,-74.004402
sidewalk,Pio Pio Restaurant Inc,8402,Queens,11372,"8402 Northern Blvd, Queens, NY",40.755763,-73.883353
sidewalk,Pio Pio 85 Inc,8421,Queens,11372,"8421 Northern Blvd, Queens, NY",40.755793,-73.883237
sidewalk,Nha Trang One,87,Manhattan,10013,"87  Baxter Street, Manhattan, NY",40.716841,-73.999737
both,Pats Sports Bar,7313,Queens,11379,"7313 Metropolitan Avenue, Queens, NY",40.712759,-73.879096
both,Taste of india II Restaurant,287,Staten Island,10306,"287  New dorp lane , Staten Island, NY",40.572095,-74.112781
sidewalk,La Norteña 2,255,Brooklyn,11206,"255  Graham Ave, Brooklyn, NY",40.711168,-73.943842
openstreets,Brioso Ristorante,174,Staten Island,10306,"174 New Dorp Lane, Staten Island, NY",40.573243,-74.114979
sidewalk,Three bowls noodle house,6328,Queens,11377,"6328  Roosevelt Avenue, Queens, NY",40.74586,-73.900733
both,Nadezhda,64-06,Queens,11375,"64-06 108th street, Queens, NY",40.732734,-73.849508
sidewalk,Ratatouille,154 east,Manhattan,10016,"154 east 39th street, Manhattan, NY",40.749282,-73.976829
openstreets,wolf and deer,74,Brooklyn,11217,"74 5th avenue, Brooklyn, NY",40.680732,-73.977546
both,emporio,231,Manhattan,10012,"231 mott st, Manhattan, NY",40.722537,-73.995119
both,royal garden tbilisi,230,Brooklyn,11223,"230  kings highway, Brooklyn, NY",40.605405,-73.982371
both,San Soo Kap San,38-13,Queens,11354,"38-13 Union street, Queens, NY",40.761522,-73.827062
openstreets,BK9 Kitchen and Bar,62,Brooklyn,11217,"62 5th Avenue, Brooklyn, NY",40.681149,-73.977264
both,A&L DELI & MEAT MARKET,10202,Queens,11368,"10202 37TH AVENUE, Queens, NY",40.753043,-73.865242
sidewalk,French Louie,320,Brooklyn,11201,"320 Atlantic Avenue, Brooklyn, NY",40.688177,-73.988061
sidewalk,KANG TONG BBQ,149-20,Queens,11355,"149-20 41ST AVE., Queens, NY",40.762239,-73.815206
both,Gene Bean Inc,2344,Bronx,10458,"2344  Arthur Avenue, Bronx, NY",40.854247,-73.888674
openstreets,BK9,62,Brooklyn,11217,"62 5th Avenue, Brooklyn, NY",40.681149,-73.977264
roadway,clockwork,21,Manhattan,10002,"21 essex street, Manhattan, NY",40.71532,-73.989885
openstreets,Convivium Osteria,68,Brooklyn,11217,"68 5th, Brooklyn, NY",,
roadway,strangelove,229,Manhattan,10022,"229 E 53rd street , Manhattan, NY",40.75738,-73.968604
openstreets,5ive Spice Taco,52,Brooklyn,11217,"52 5th Ave, Brooklyn, NY",40.681396,-73.977098
both,Anyway Cafe,1602,Brooklyn,11229,"1602 Gravesend Neck Rd, Brooklyn, NY",40.59506,-73.954623
sidewalk,Yuba Restaurant,105,Manhattan,10003,"105 E 9th street, Manhattan, NY",40.730463,-73.990244
both,The Milling Room,446,Manhattan,10024,"446 COLUMBUS AVE, Manhattan, NY",40.78353,-73.97434
sidewalk,Thank You Come Again,445,Brooklyn,11201,"445  Albee Square, Brooklyn, NY",40.690833,-73.983452
both,Spice Symphony,150E,Manhattan,10022,"150E 50 Street, Manhattan, NY",40.75623,-73.971752
openstreets,The Montrose,47,Brooklyn,11217,"47 5th ave, Brooklyn, NY",40.681388,-73.977077
openstreets,Uncle Barry's,58,Brooklyn,11217,"58 5th Ave, Brooklyn, NY",40.681248,-73.977199
openstreets,Mr. wish,86,Brooklyn,11217,"86 Warren street , Brooklyn, NY",40.688776,-73.999928
sidewalk,Spice Symphony,182,Manhattan,10016,"182 182 Lexington Avenue, Manhattan, NY",,
roadway,Merrit kabab and dumping palace,37-67,Queens,11372,"37-67  74th , Queens, NY",,
sidewalk,1/2/3 BSB Restaurant,712,Manhattan,10027,"712 W. 125th Street, Manhattan, NY",40.818398,-73.960771
both,Washington Square Diner,150,Manhattan,10012,"150 West 4th, Manhattan, NY",,
both,Fitoor,179-20,Queens,11366,"179-20 Union Turnpike, Queens, NY",40.726805,-73.788476
sidewalk,BK JANI,445,Brooklyn,11201,"445 Albee Square West, Brooklyn, NY",40.690833,-73.983452
sidewalk,BK JANI,679,Brooklyn,11211,"679 Grand St, Brooklyn, NY",40.711531,-73.945162
both,Pinklady Cheese Tart,11,Manhattan,10013,"11 Mott st, Manhattan, NY",40.714066,-73.998737
openstreets,Brian Dempsey's,39-31,Queens,11361,"39-31  Bell Blvd , Queens, NY",40.764939,-73.77168
openstreets,Fiamma41,214-26,Queens,11361,"214-26 41st Ave, Queens, NY",40.763674,-73.770457
both,HALALBEES INC,182-26,Queens,11432,"182-26 HILLSIDE AVENUE, Queens, NY",40.71366,-73.779593
sidewalk,BK JANI,445,Brooklyn,11201,"445 ALBEE SQUARE WEST, Brooklyn, NY",40.690833,-73.983452
both,Sweetleaf Coffee,4615,Queens,11109,"4615 Center Blvd., Queens, NY",40.747239,-73.956378
sidewalk,La nueva bakery,8610,Queens,11372,"8610  37th ave, Queens, NY",40.750153,-73.880389
both,Merrit kabab,37-67,Queens,11372,"37-67 74th , Queens, NY",,
sidewalk,Roti corner inc.,180-18,Queens,11432,"180-18 Hillside ave , Queens, NY",40.713042,-73.782171
both,Shillelagh Tavern,47-22,Queens,11104,"47-22 30th Avenue, Queens, NY",40.761144,-73.909149
both,Galanga,149,Manhattan,10012,"149 West 4 street, Manhattan, NY",40.731515,-74.000545
both,Connollys Corner Bar and Restaurant,71-17,Queens,11378,"71-17  Grand Ave , Queens, NY",40.727871,-73.892089
sidewalk,123 BSB Restaurant,712,Manhattan,10027,"712  W. 125th Street, Manhattan, NY",40.818398,-73.960771
sidewalk,Dillingers Pub & Grill,4619,Queens,11103,"4619 30th Avenue , Queens, NY",40.761543,-73.909965
openstreets,Fino wine & tapas,3913,Queens,11361,"3913  Bell Blvd., Queens, NY",40.765076,-73.771752
openstreets,Momo Ashi Cafe,4006,Queens,11361,"4006 Bell Blvd, Queens, NY",40.764134,-73.771268
openstreets,Miss American Pie,86,Brooklyn,11217,"86 5th Ave, Brooklyn, NY",40.680482,-73.977715
both,LA VECINA CORP,1144,Bronx,10462,"1144 CASTLE HILL AVENUE, Bronx, NY",40.830885,-73.850782
sidewalk,Bklyn’s pizza joint LLC,1406,Brooklyn,11228,"1406 86th Street, Brooklyn, NY",40.612594,-74.011497
both,Mission Chinese Food,599,Brooklyn,11237,"599 Johnson Ave., Brooklyn, NY",40.709226,-73.923219
both,Five Senses,9W,Manhattan,10001,"9W 32nd st, Manhattan, NY",40.747398,-73.986051
sidewalk,HANG LUNG PICA POLLO INC,1608,Manhattan,10040,"1608 ST NICHOLAS AVENUE, Manhattan, NY",40.855204,-73.929416
sidewalk,Jake's Dilemma,430,Manhattan,10024,"430 Amsterdam, Manhattan, NY",,
both,White diamond restaurant,4910,Brooklyn,11220,"4910  3rd ave, Brooklyn, NY",40.64812,-74.014137
sidewalk,Mangal Kebab,4616-4620,Queens,11104,"4616-4620  Queens Blvd, Queens, NY",,
both,Sangarita,40-02,Queens,11361,"40-02  Bell Blvd , Queens, NY",40.764153,-73.771278
openstreets,Uncle Jack's Steakhouse,3940,Queens,11361,"3940 Bell Blvd, Queens, NY",40.764859,-73.771659
openstreets,Sangarita,40-02,Queens,11361,"40-02 Bell Blvd , Queens, NY",40.764153,-73.771278
both,Hudson Station Bar & Grill,440,Manhattan,10001,"440 Ninth Avenue, Manhattan, NY",40.753717,-73.996051
openstreets,Papazzio Restaurant,39-38,Queens,11361,"39-38 Bell Blvd , Queens, NY",40.764873,-73.771666
roadway,Darbar Grill,157 East,Manhattan,10022,"157 East  55 street, Manhattan, NY",40.759367,-73.969448
both,"T-SWIRL ASTORIA, INC",36-16,Queens,11103,"36-16  30TH AVE, Queens, NY",40.764913,-73.917184
both,Maya Taqueria,637,Brooklyn,11238,"637 Vanderbilt Avenue , Brooklyn, NY",40.678042,-73.968714
both,Reina Restaurant,1969,Bronx,10453,"1969  University Avenue, Bronx, NY",40.854324,-73.911824
both,Coffee monster,14940,Queens,11355,"14940 41 Avenue , Queens, NY",40.762409,-73.814581
roadway,139002-08-17T00:00:00.000,39-28/30,Queens,11361,"39-28/30 Bell Blvd, Queens, NY",,
openstreets,Taverna Kyclades Bayside,39-28/30,Queens,11362,"39-28/30 Bell Blvd, Queens, NY",,
both,Tony’s pizzeria of Nassau ave Corp inc,175,Brooklyn,11222,"175 Nassau Avenue , Brooklyn, NY",40.725305,-73.946189
both,My Coral Restaurant inc,5401,Brooklyn,11220,"5401 54TH street, Brooklyn, NY",,
both,La Espiga 3 Estrellas,558,Bronx,10455,"558  Southern Blvd., Bronx, NY",40.812373,-73.903278
both,MY CORAL RESTAURANT INC,5401,Brooklyn,11220,"5401 4th Avenue, Brooklyn, NY",40.644142,-74.014987
roadway,Izakaya Toribar,164,Manhattan,10022,"164 East 56th street, Manhattan, NY",40.759938,-73.968902
roadway,Sushi Ren,1584,Manhattan,10028,"1584 2nd Ave, Manhattan, NY",40.775438,-73.953507
both,Antojitos del Patron Mexican Snacks,52,Brooklyn,11225,"52 Lincoln rd, Brooklyn, NY",40.66083,-73.96116
both,Twist it Top it,6602,Queens,11385,"6602 Freshpond Rd / Gates Ave, Queens, NY",,
sidewalk,Mex Carrolls Diner,192,Brooklyn,11231,"192 Columbia Street, Brooklyn, NY",40.685477,-74.002495
both,SABA RESTAURANT,25-75,Queens,11103,"25-75 STEINWAY STREET, Queens, NY",40.767525,-73.912025
both,Elm Ortchid LLC,59-10,Queens,11377,"59-10  Woodside Avenue, Queens, NY",40.745323,-73.905342
both,Claw Daddy’s,185,Manhattan,10002,"185 Orchard st, Manhattan, NY",40.72199,-73.988254
both,Namaste Astoria,3115,Queens,11102,"3115 30th Ave, Queens, NY",40.766802,-73.921185
sidewalk,Le Botaniste,125,Manhattan,10013,"125  Grand Street , Manhattan, NY",40.720659,-74.000325
both,Cafe Atelier,112,Manhattan,10013,"112 hudson street, Manhattan, NY",40.719624,-74.008629
sidewalk,Merrion Square,1840,Manhattan,10128,"1840 second ave , Manhattan, NY",40.783664,-73.947496
sidewalk,Hot bagels on 5th Corp,523,Brooklyn,11215,"523  5th ave, Brooklyn, NY",40.666491,-73.988526
both,Fifth   Avenue Diner,430-432,Brooklyn,11215,"430-432 5th avenue, Brooklyn, NY",40.669603,-73.985959
sidewalk,Hot bagels on 5th,523 5th,Brooklyn,11215,"523 5th  Ave, Brooklyn, NY",40.666491,-73.988526
both,MI TAQUERIA TOLTE RESTAURANT CORP,9210,Queens,11372,"9210 CORONA AVENUE, Queens, NY",40.742437,-73.872164
sidewalk,UMINOIE,86,Manhattan,10003,"86 EAST 3RD STREET , Manhattan, NY",40.724864,-73.988195
roadway,Libertador,235,Manhattan,10128,"235 89, Manhattan, NY",,
both,Kondo Japanese Restaurant,29-13,Queens,11106,"29-13 Broadway, Queens, NY",40.762644,-73.926792
both,El Vicentino Restaurant 2,21-20,Queens,11356,"21-20 College Point Boulevard, Queens, NY",40.780293,-73.846028
both,El Vicentino Restaurant 2,21-20,Queens,11356,"21-20 College Point Blvd, Queens, NY",40.780293,-73.846028
both,Oracle Lounge,2935-2937,Brooklyn,11207,"2935-2937 Atlantic Avenue, Brooklyn, NY",40.677919,-73.885933
both,Idlewild Coffee Co.,300,Manhattan,10003,"300 E 5th St, Manhattan, NY",40.726623,-73.988632
sidewalk,Cafe Patoro,223,Manhattan,10038,"223 Front Street, Manhattan, NY",40.707473,-74.002218
both,VIVA JUAREZ RESTAURANT CORP,9109,Queens,11373,"9109 43rd AVENUE, Queens, NY",40.743383,-73.874298
openstreets,Hatfields,40-05,Queens,11360,"40-05  Bell Blvd, Queens, NY",40.764151,-73.771253
sidewalk,CHARLIE'S PIZZA,626,Brooklyn,11222,"626 86 NASSAU AVENUE, Brooklyn, NY",,
openstreets,Monahan Fitzgerald,214-17,Queens,11361,"214-17  41st Avenue , Queens, NY",40.763674,-73.770569
both,LCP BAR CORP,4320,Queens,11103,"4320  31st  AVENUE, Queens, NY",40.760072,-73.914468
both,Christina’s Polish Restaurant,853,Brooklyn,11222,"853 Manhattan Avenue, Brooklyn, NY",40.729161,-73.953817
both,Salud Bar & Grill,1413,Brooklyn,11207,"1413  Bushwick Ave, Brooklyn, NY",40.684456,-73.909261
both,Addy's Barbeque inc,30-94,Queens,11103,"30-94 30-94 steinway street, Queens, NY",,
both,Joe Allen,326,Manhattan,10036,"326 West 46th street, Manhattan, NY",40.760186,-73.988882
both,TAQUERIA EMILIO,563,Manhattan,10034,"563  WEST 207TH STREET, Manhattan, NY",40.866305,-73.920308
openstreets,House of Hookah,3907,Queens,11361,"3907 Bell Blvd, Queens, NY",40.76512,-73.771777
both,Hasaki,210,Manhattan,10003,"210  East 9th Street , Manhattan, NY",40.729815,-73.988728
roadway,Kilo Astoria,31-27,Queens,11105,"31-27 Ditmars Blvd , Queens, NY",40.775761,-73.910148
both,Sakura 6,837,Brooklyn,11222,"837 Manhattan  ave, Brooklyn, NY",40.728717,-73.953612
sidewalk,Panorama Restaurant,8708,Queens,11369,"8708 Astoria Blvd , Queens, NY",40.76415,-73.882071
both,Cafe Cello,48,Manhattan,10036,"48 west 46th Street, Manhattan, NY",40.756682,-73.980599
sidewalk,Coney Island USA,1208,Brooklyn,11224,"1208 Surf Ave, Brooklyn, NY",40.575535,-73.979978
both,Puerto Rico Restaurant & Pizza inc.,5616,Brooklyn,11220,"5616  5th ave, Brooklyn, NY",40.641603,-74.013977
sidewalk,Sanfords Restaurant,3013,Queens,11106,"3013 Broadway, Queens, NY",40.762268,-73.925991
both,The Rock Restaurant & Diner inc.,91-17,Queens,11417,"91-17  Liberty Ave, Queens, NY",40.680092,-73.847579
sidewalk,Cachapa Cachapa 2 Corp,1805,Bronx,10472,"1805 westchester avenue, Bronx, NY",40.831963,-73.866083
sidewalk,Liuyishou Hotpot,136-76,Queens,11354,"136-76 39th Ave, Queens, NY",40.760826,-73.827884
sidewalk,Cachapa Cachapa 2 Corp,1805,Bronx,10472,"1805 Westchester Avenue, Bronx, NY",40.831963,-73.866083
both,Strip House Midtown,15,Manhattan,10036,"15 West 44th Street, Manhattan, NY",40.755129,-73.98074
sidewalk,GUANG JI BAKERY INC,5013,Brooklyn,11220,"5013  7th Ave, Brooklyn, NY",40.642307,-74.006043
openstreets,Donovans Bayside,214-16,Queens,11361,"214-16 41st ave, Queens, NY",40.763658,-73.770565
both,Nipppon Cha,39-34,Queens,11361,"39-34  Bell Blvd, Queens, NY",40.764903,-73.771684
both,riko peruvian cuisine,78-14,Queens,11372,"78-14  roosevelt ave, Queens, NY",40.747259,-73.887439
sidewalk,Dim Sum Chelsea,236,Manhattan,10011,"236 8th ave , Manhattan, NY",40.744725,-73.998888
both,Bangkok cuisine,107-18,Queens,11375,"107-18 70th road, Queens, NY",40.721327,-73.845403
sidewalk,Tuk Tuk,4906,Queens,11101,"4906 Vernon Blvd, Queens, NY",40.743286,-73.953927
both,MeMe's Diner,657,Brooklyn,11238,"657  Washington Ave, Brooklyn, NY",40.677734,-73.963738
sidewalk,Marea,240,Manhattan,10019,"240  Central Park South, Manhattan, NY",40.767307,-73.980134
both,House of Hookah,3907,Queens,11361,"3907 Bell Boulevard, Queens, NY",40.76512,-73.771777
both,Ke Lai Le,791A,Brooklyn,11238,"791A  Washington Ave, Brooklyn, NY",40.67296,-73.962815
sidewalk,Sachi Asian Bistro,713,Manhattan,10016,"713  713  2nd Avenue, Manhattan, NY",,
sidewalk,No5nyc,35-43,Queens,11101,"35-43 37th street, Queens, NY",40.755183,-73.924256
sidewalk,Upstate Stock,2,Brooklyn,11249,"2  Berry Street, Brooklyn, NY",40.722402,-73.954901
both,Rizzos Pizza,30-13,Queens,11103,"30-13  Steinway st, Queens, NY",40.763282,-73.915478
both,Oscar's kitchen corp,2618,Bronx,10468,"2618  Jerome ave , Bronx, NY",40.866878,-73.897851
sidewalk,YUKI SUSHI & BAR INC,6117,Brooklyn,11204,"6117 20th Ave, Brooklyn, NY",40.618646,-73.983632
roadway,Tung thong 181,812,Manhattan,10033,"812  W 181 street , Manhattan, NY",40.851053,-73.938829
roadway,Tung thong 181,812,Manhattan,10033,"812  W 181 street , Manhattan, NY",40.851053,-73.938829
roadway,Darbar,152 East,Manhattan,10017,"152 East 46 Street , Manhattan, NY",40.753706,-73.973529
both,Hongdae,9,Queens,11355,"09 149st 41st ave, Queens, NY",,
both,Changpai inc,166-12,Queens,11432,"166-12  Hillside av , Queens, NY",40.709577,-73.796206
both,Ecuadorian Food Restauran 2,34-06,Queens,11106,"34-06 36th Av., Queens, NY",40.755382,-73.927205
both,Nuevo tacos al Suadero,97-22,Queens,11368,"97-22  Roosevelt ave , Queens, NY",40.749291,-73.868166
both,Ecuadorian Restaurants Food,41-20,Queens,11103,"41-20 34th Av., Queens, NY",40.756184,-73.919833
both,JIA XIANG KITCHEN INC,802,Brooklyn,11220,"802 56TH ST, Brooklyn, NY",40.637531,-74.006849
both,Grand sichuan house,8702,Brooklyn,11209,"8702 5th avenue, Brooklyn, NY",40.620765,-74.026854
both,Grand sichuan house,8701,Brooklyn,11209,"8701 5th Avenue , Brooklyn, NY",40.620765,-74.026829
sidewalk,Basak  chicken,171-07,Queens,11358,"171-07 Northernblvd, Queens, NY",,
both,La rubia restaurant,3517,Manhattan,10031,"3517 Broadway, Manhattan, NY",40.825863,-73.950874
both,LABAGEL DELIGHT,73,Brooklyn,11217,"73 Lafayette Avenue , Brooklyn, NY",40.687118,-73.975369
sidewalk,5c Cafe and Cultural Center,68,Manhattan,10009,"68 Avenue C, Manhattan, NY",40.722818,-73.979772
sidewalk,Tarros Bar,111-13,Queens,11368,"111-13 Roosevelt ave, Queens, NY",40.751675,-73.85554
sidewalk,TASTY & CO,94-19,Queens,11374,"94-19 63RD DR, Queens, NY",40.728842,-73.863155
both,Pizza Den,8521,Brooklyn,11214,"8521 18th ave, Brooklyn, NY",40.607648,-74.002143
both,Chateau Le Woof,3101,Queens,11106,"3101  Vernon Blvd, Queens, NY",40.769448,-73.935298
both,Mama Letis Inc,4007,Queens,11370,"4007 Junction Blvd, Queens, NY",40.748897,-73.86926
both,Chateau Le Woof,3101,Queens,11106,"3101  Vernon Blvd , Queens, NY",40.769448,-73.935298
sidewalk,Las Palmas Restaurant II Inc,240,Bronx,10463,"240  W 231st St, Bronx, NY",40.879623,-73.906225
sidewalk,red hot II,349,Brooklyn,11215,"349  7th ave, Brooklyn, NY",40.666202,-73.982143
sidewalk,The Stonebridge,14504,Queens,11357,"14504 14th Avenue, Queens, NY",40.786898,-73.822107
both,EL PEDREGAL RESTAURANT CORP,38-19,Queens,11377,"38-19 69TH STREET, Queens, NY",40.746894,-73.896422
both,Citrico,681,Brooklyn,11216,"681 Washington Avenue, Brooklyn, NY",40.676894,-73.963584
both,Marani Restaurant,9726,Queens,11374,"9726  63RD RD, Queens, NY",40.731194,-73.860304
sidewalk,BRAVAZO RESTAURANT,782,Brooklyn,11232,"782 4TH AVENUE, Brooklyn, NY",40.65969,-73.99885
sidewalk,Sakai Ramen and Izakaya,965,Staten Island,10314,"965 Richmond ave , Staten Island, NY",40.623068,-74.149304
both,Burger chimi tropical,940,Bronx,10459,"940 Southern Blvd, Bronx, NY",40.821096,-73.891617
both,BRAVAZO RESTAURANT,9715,Queens,11368,"9715 57TH AVENUE, Queens, NY",40.737316,-73.863564
both,Campania coal fired pizza,240,Staten Island,10307,"240 PAGE ave, Staten Island, NY",40.518129,-74.234494
both,Kimganae,3912,Queens,11354,"3912 Union St., Queens, NY",40.760943,-73.8268
both,Sao Mai,203,Manhattan,10003,"203 1st ave, Manhattan, NY",40.730243,-73.983378
both,Campania coal fired pizza,240,Staten Island,10307,"240 Page ave, Staten Island, NY",40.518129,-74.234494
both,Grilled Steak Corp. El Super Chivito,84-02,Queens,11372,"84-02  37th Avenue , Queens, NY",40.749949,-73.882295
both,Santorini,8101,Brooklyn,11209,"8101 5th Avenue , Brooklyn, NY",40.624935,-74.024485
both,Miss Lily's 7A,109,Manhattan,10009,"109 Avenue A, Manhattan, NY",40.725969,-73.98361
sidewalk,Nikko Hibachi,17721,Queens,11366,"17721 UNION TPKE, Queens, NY",40.72612,-73.790603
sidewalk,Cafe Muscat,178-07,Queens,11366,"178-07 Union Turnpike, Queens, NY",40.726388,-73.789794
both,Canyon Road Grill,1470,Manhattan,10075,"1470 First Ave, Manhattan, NY",40.770703,-73.953871
sidewalk,Patrick's Place,2835,Manhattan,10039,"2835 Frederick Douglas Blvd, Manhattan, NY",40.826725,-73.93909
both,Naked Dog,47,Brooklyn,11222,"47 Java Street, Brooklyn, NY",40.731175,-73.959232
sidewalk,Santa Panza,1079,Brooklyn,11221,"1079 broadway, Brooklyn, NY",40.694514,-73.930845
sidewalk,Two brothers cafe and restaurant corp,2804,Queens,11103,"2804 Steinway , Queens, NY",,
sidewalk,SHILINXIANG SEAFOOD RESTAURANT,13532,Queens,11354,"13532  40TH ROAD, Queens, NY",40.758856,-73.830116
sidewalk,New Cameron Bakery,242,Manhattan,10013,"242 Canal Street, Manhattan, NY",40.718131,-74.00013
both,Rincóncito ranchero restaurant corp,3782,Queens,11369,"3782  103 street , Queens, NY",40.752737,-73.864185
roadway,SHILINXIANG SEAFOOD RESTAURANT,13532,Queens,11354,"13532 40TH ROAD, Queens, NY",40.758856,-73.830116
openstreets,Sweetgreen,50,Brooklyn,11201,"50 Washington Street, Brooklyn, NY",40.702834,-73.989617
roadway,Tapestry Management LLC,60,Manhattan,10011,"60   Greenwich Avenue, Manhattan, NY",40.736024,-74.000769
both,Izakaya MEW,53,Manhattan,10001,"53 West 35th Street, Manhattan, NY",40.749876,-73.985899
both,bekys bakery & coffee shop,37-78,Queens,11368,"37-78 103 st, Queens, NY",40.752745,-73.864189
both,La Cocina de Yala,1756,Bronx,10472,"1756  East 174 , Bronx, NY",,
both,Uncle Tony's Pizza,1596,Manhattan,10031,"1596 Amsterdam Ave, Manhattan, NY",40.821276,-73.950512
sidewalk,zusik,202,Manhattan,10011,"202 W 14th street, Manhattan, NY",40.738742,-74.000155
sidewalk,Tilt Lounge Corp,13115,Queens,11418,"13115  Jamaica Avenue, Queens, NY",40.702116,-73.82057
roadway,The Diamond,43,Brooklyn,11222,"43  Franklin Street, Brooklyn, NY",40.726802,-73.957254
both,valencia restaurant & bar corp,45-07,Queens,11377,"45-07  47th Ave, Queens, NY",40.74125,-73.919847
roadway,Taqueria Los Jarritos,121A,Manhattan,10040,"121A Nagle Ave, Manhattan, NY",40.860752,-73.927024
both,Sweet House Drinks & Desserts,67,Manhattan,10013,"67  Bayard Street, Manhattan, NY",40.715499,-73.998142
both,Olympia pita,1419,Brooklyn,11230,"1419 Coney island Ave, Brooklyn, NY",40.622937,-73.964816
both,Maiella,4610,Queens,11101,"4610  center blvd, Queens, NY",40.747056,-73.956403
both,Carmine's,146-46,Queens,11435,"146-46 Liberty Ave, Queens, NY",40.695566,-73.805214
both,Tee Dee's Tavern,6431,Queens,11385,"6431 cooper ave, Queens, NY",40.698177,-73.890973
sidewalk,Manhattan Three Decker,86,Brooklyn,11222,"86 Norman , Brooklyn, NY",,
sidewalk,"Gyu-kaku Japanese BBQ, East Village",34,Manhattan,10003,"34 Cooper Square, Manhattan, NY",40.728155,-73.990933
both,Ninety 5 South,778,Brooklyn,11238,"778  Franklin ave, Brooklyn, NY",40.671926,-73.957527
roadway,"Gyu-kaku Japanese BBQ, Time Square",321,Manhattan,10036,"321 W 44th Street, Unit 103, Manhattan, NY",40.75889,-73.989669
both,Sophie's Bistro and Lounge,1904,Brooklyn,11230,"1904 Coney Island Ave, Brooklyn, NY",40.611016,-73.962583
both,Sophie's Bistro and Lounge,1906,Brooklyn,11230,"1906 Coney Island Ave, Brooklyn, NY",40.61098,-73.962575
sidewalk,MA LU BIAN BIAN NY INC,3717,Queens,11354,"3717 PRINCE STREET, Queens, NY",40.760281,-73.832495
both,The Headless WIdow,99,Manhattan,10003,"99 1st Ave, Manhattan, NY",40.726488,-73.98611
roadway,The Headless Widow,99,Manhattan,10003,"99 1st Ave, Manhattan, NY",40.726488,-73.98611
both,SAPPORO,7812,Brooklyn,11209,"7812  3RD AVE, Brooklyn, NY",40.629126,-74.028756
both,MOMOYA,427,Manhattan,10024,"427 AMSTERDAM AVE, Manhattan, NY",40.784099,-73.977619
both,COVE LOUNGE,325,Manhattan,10027,"325 MALCOLM X BLVD, Manhattan, NY",40.808653,-73.944858
both,La Puerta Roja,1120,Brooklyn,11218,"1120   Cortelyou rd, Brooklyn, NY",40.639758,-73.967658
sidewalk,Gorys Place One LLC,5458,Queens,11385,"5458 Myrtle Avenue, Queens, NY",40.699804,-73.908923
sidewalk,Gregorys Coffee,2,Manhattan,10016,"2 Park Avenue, Manhattan, NY",40.746077,-73.982092
both,MACA Peruvian Restaurant,6212,Queens,11374,"6212  Woodhaven Blvd, Queens, NY",40.726619,-73.87043
both,Cafe R,116 west,Manhattan,10001,"116 west 32 street , Manhattan, NY",40.74882,-73.989472
roadway,Coco Bistro,235,Manhattan,10038,"235 Front Street, Manhattan, NY",40.70766,-74.00185
both,El Gran Coffee Shop,8610,Queens,11372,"8610 roosevelt av, Queens, NY",40.748039,-73.879988
sidewalk,Allure Restaurant Bar and Event Corp.,938 East,Bronx,10466,"938 East  233 street, Bronx, NY",40.891089,-73.850083
both,Kalina Restaurant,1476,Brooklyn,11221,"1476  Broadway Ave , Brooklyn, NY",40.687419,-73.918423
sidewalk,Mulligans Pub,267,Manhattan,10016,"267 Madison Avenue , Manhattan, NY",40.751116,-73.980507
both,UNION HOTPOT INC,775,Brooklyn,11220,"775  50th Street, Brooklyn, NY",40.641451,-74.004248
both,Cafe Manhattan,35,Manhattan,10036,"35  35 west 45 st, Manhattan, NY",,
both,The Barbecue Pit,5788,Bronx,10471,"5788 5788 Mosholu Avenue, Bronx, NY",,
roadway,t bar,1408,Manhattan,10021,"1408 1278 third avenue, Manhattan, NY",,
